BASE_YEAR,BASE_MONTH,MANAGE_CODE_NAME,CLASS_NO_NAME,AGE_DC,VALUE
2019,3,다대도서관,총류,50,208
2019,3,다대도서관,총류,60,31
2019,3,다대도서관,총류,70,10
2019,3,다대도서관,총류,80,5
2019,3,대라다목적도서관,기술과학,20,4
2019,3,대라다목적도서관,기술과학,30,5
2019,3,대라다목적도서관,기술과학,40,31
2019,3,대라다목적도서관,기술과학,50,24
2019,3,대라다목적도서관,기술과학,60,2
2019,3,대라다목적도서관,기술과학,70,6
2019,3,대라다목적도서관,기술과학,80,2
2019,3,대라다목적도서관,문학,10,116
2019,3,대라다목적도서관,문학,20,109
2019,3,대라다목적도서관,문학,30,62
2019,3,대라다목적도서관,문학,40,171
2019,3,대라다목적도서관,문학,50,233
2019,3,대라다목적도서관,문학,60,49
2019,3,대라다목적도서관,문학,70,16
2019,3,대라다목적도서관,문학,80,15
2019,3,대라다목적도서관,사회과학,10,24
2019,3,대라다목적도서관,사회과학,20,10
2019,3,대라다목적도서관,사회과학,30,11
2019,3,대라다목적도서관,사회과학,40,73
2019,3,대라다목적도서관,사회과학,50,55
2019,3,대라다목적도서관,사회과학,60,13
2019,3,대라다목적도서관,사회과학,70,10
2019,3,대라다목적도서관,사회과학,80,1
2019,3,대라다목적도서관,언어,10,5
2019,3,대라다목적도서관,언어,20,1
2019,3,대라다목적도서관,언어,30,6
2019,3,대라다목적도서관,언어,40,8
2019,3,대라다목적도서관,언어,50,9
2019,3,대라다목적도서관,역사,10,11
2019,3,대라다목적도서관,역사,20,12
2019,3,대라다목적도서관,역사,30,2
2019,3,대라다목적도서관,역사,40,32
2019,3,대라다목적도서관,역사,50,60
2019,3,대라다목적도서관,역사,70,11
2019,3,대라다목적도서관,예술,10,1
2019,3,대라다목적도서관,예술,20,2
2019,3,대라다목적도서관,예술,30,1
2019,3,대라다목적도서관,예술,40,4
2019,3,대라다목적도서관,예술,50,8
2019,3,대라다목적도서관,자연과학,10,41
2019,3,대라다목적도서관,자연과학,20,19
2019,3,대라다목적도서관,자연과학,30,2
2019,3,대라다목적도서관,자연과학,40,22
2019,3,대라다목적도서관,자연과학,50,71
2019,3,대라다목적도서관,자연과학,60,1
2019,3,대라다목적도서관,종교,20,2
2019,3,대라다목적도서관,종교,30,1
2019,3,대라다목적도서관,종교,40,1
2019,3,대라다목적도서관,종교,50,4
2019,3,대라다목적도서관,종교,60,2
2019,3,대라다목적도서관,종교,70,1
2019,3,대라다목적도서관,종교,80,2
2019,3,대라다목적도서관,철학,20,1
2019,3,대라다목적도서관,철학,30,11
2019,3,대라다목적도서관,철학,40,8
2019,3,대라다목적도서관,철학,50,23
2019,3,대라다목적도서관,철학,60,9
2019,3,대라다목적도서관,철학,70,6
2019,3,대라다목적도서관,총류,10,1
2019,3,대라다목적도서관,총류,20,4
2019,3,대라다목적도서관,총류,30,7
2019,3,대라다목적도서관,총류,40,4
2019,3,대라다목적도서관,총류,50,12
2019,3,대라다목적도서관,총류,60,3
2019,3,대라다목적도서관,총류,70,1
2019,3,동구도서관,기술과학,10,23
2019,3,동구도서관,기술과학,20,14
2019,3,동구도서관,기술과학,30,7
2019,3,동구도서관,기술과학,40,24
2019,3,동구도서관,기술과학,50,64
2019,3,동구도서관,기술과학,60,20
2019,3,동구도서관,기술과학,70,5
2019,3,동구도서관,문학,10,163
2019,3,동구도서관,문학,20,146
2019,3,동구도서관,문학,30,55
2019,3,동구도서관,문학,40,201
2019,3,동구도서관,문학,50,323
2019,3,동구도서관,문학,60,132
2019,3,동구도서관,문학,70,59
2019,3,동구도서관,문학,80,19
2019,3,동구도서관,사회과학,10,39
2019,3,동구도서관,사회과학,20,13
2019,3,동구도서관,사회과학,30,33
2019,3,동구도서관,사회과학,40,50
2019,3,동구도서관,사회과학,50,127
2019,3,동구도서관,사회과학,60,43
2019,3,동구도서관,사회과학,70,16
2019,3,동구도서관,사회과학,80,6
2019,3,동구도서관,사회과학,90,2
2019,3,동구도서관,언어,10,29
2019,3,동구도서관,언어,20,15
2019,3,동구도서관,언어,40,18
2019,3,동구도서관,언어,50,24
2019,3,동구도서관,언어,60,8
2019,3,동구도서관,언어,70,4
2019,3,동구도서관,역사,10,33
2019,3,동구도서관,역사,20,42
2019,3,동구도서관,역사,30,6
2019,3,동구도서관,역사,40,37
2019,3,동구도서관,역사,50,95
2019,3,동구도서관,역사,60,34
2019,3,동구도서관,역사,70,20
2019,3,동구도서관,역사,80,3
2019,3,동구도서관,예술,10,7
2019,3,동구도서관,예술,20,1
2019,3,동구도서관,예술,30,7
2019,3,동구도서관,예술,40,10
2019,3,동구도서관,예술,50,12
2019,3,동구도서관,예술,60,9
2019,3,동구도서관,예술,90,1
2019,3,동구도서관,자연과학,10,33
2019,3,동구도서관,자연과학,20,67
2019,3,동구도서관,자연과학,30,8
2019,3,동구도서관,자연과학,40,16
2019,3,동구도서관,자연과학,50,71
2019,3,동구도서관,자연과학,60,32
2019,3,동구도서관,자연과학,70,8
2019,3,동구도서관,종교,10,2
2019,3,동구도서관,종교,20,1
2019,3,동구도서관,종교,30,1
2019,3,동구도서관,종교,40,4
2019,3,동구도서관,종교,50,4
2019,3,동구도서관,종교,60,3
2019,3,동구도서관,종교,70,9
2019,3,동구도서관,종교,80,1
2019,3,동구도서관,철학,10,26
2019,3,동구도서관,철학,20,8
2019,3,동구도서관,철학,30,8
2019,3,동구도서관,철학,40,26
2019,3,동구도서관,철학,50,58
2019,3,동구도서관,철학,60,12
2019,3,동구도서관,철학,70,21
2019,3,동구도서관,철학,80,3
2019,3,동구도서관,철학,90,1
2019,3,동구도서관,총류,10,28
2019,3,동구도서관,총류,20,7
2019,3,동구도서관,총류,30,5
2019,3,동구도서관,총류,40,8
2019,3,동구도서관,총류,50,31
2019,3,동구도서관,총류,60,9
2019,3,동구도서관,총류,70,7
2019,3,동구어린이영어도서관,기술과학,40,5
2019,3,동구어린이영어도서관,기술과학,50,1
2019,3,동구어린이영어도서관,기술과학,60,3
2019,3,동구어린이영어도서관,기술과학,70,1
2019,3,동구어린이영어도서관,문학,10,19
2019,3,동구어린이영어도서관,문학,20,2
2019,3,동구어린이영어도서관,문학,40,41
2019,3,동구어린이영어도서관,문학,50,82
2019,3,동구어린이영어도서관,문학,60,19
2019,3,동구어린이영어도서관,문학,70,8
2019,3,동구어린이영어도서관,사회과학,10,9
2019,3,동구어린이영어도서관,사회과학,20,1
2019,3,동구어린이영어도서관,사회과학,40,30
2019,3,동구어린이영어도서관,사회과학,50,9
2019,3,동구어린이영어도서관,사회과학,60,5
2019,3,동구어린이영어도서관,언어,10,9
2019,3,동구어린이영어도서관,언어,40,7
2019,3,동구어린이영어도서관,언어,50,5
2019,3,동구어린이영어도서관,언어,60,19
2019,3,동구어린이영어도서관,언어,70,1
2019,3,동구어린이영어도서관,역사,10,10
2019,3,동구어린이영어도서관,역사,40,4
2019,3,동구어린이영어도서관,역사,50,20
2019,3,동구어린이영어도서관,역사,60,4
2019,3,동구어린이영어도서관,예술,10,1
2019,3,동구어린이영어도서관,예술,40,1
2019,3,동구어린이영어도서관,예술,50,7
2019,3,동구어린이영어도서관,자연과학,20,2
2019,3,동구어린이영어도서관,자연과학,40,5
2019,3,동구어린이영어도서관,자연과학,50,4
2019,3,동구어린이영어도서관,자연과학,60,5
2019,3,동구어린이영어도서관,종교,10,8
2019,3,동구어린이영어도서관,종교,50,8
2019,3,동구어린이영어도서관,철학,10,2
2019,3,동구어린이영어도서관,철학,40,2
2019,3,동구어린이영어도서관,철학,50,2
2019,3,동구어린이영어도서관,철학,60,1
2019,3,동구어린이영어도서관,총류,40,1
2019,3,동구어린이영어도서관,총류,50,5
2019,3,동구어린이영어도서관,총류,60,8
2019,3,동래읍성도서관,기술과학,10,47
2019,3,동래읍성도서관,기술과학,20,56
2019,3,동래읍성도서관,기술과학,30,10
2019,3,동래읍성도서관,기술과학,40,70
2019,3,동래읍성도서관,기술과학,50,142
2019,3,동래읍성도서관,기술과학,60,18
2019,3,동래읍성도서관,기술과학,70,15
2019,3,동래읍성도서관,기술과학,80,1
2019,3,동래읍성도서관,문학,10,891
2019,3,동래읍성도서관,문학,20,491
2019,3,동래읍성도서관,문학,30,81
2019,3,동래읍성도서관,문학,40,730
2019,3,동래읍성도서관,문학,50,1041
2019,3,동래읍성도서관,문학,60,140
2019,3,동래읍성도서관,문학,70,118
2019,3,동래읍성도서관,문학,80,31
2019,3,동래읍성도서관,사회과학,10,147
2019,3,동래읍성도서관,사회과학,20,100
2019,3,동래읍성도서관,사회과학,30,25
2019,3,동래읍성도서관,사회과학,40,183
2019,3,동래읍성도서관,사회과학,50,234
2019,3,동래읍성도서관,사회과학,60,39
2019,3,동래읍성도서관,사회과학,70,44
2019,3,동래읍성도서관,사회과학,80,6
2019,3,동래읍성도서관,언어,10,26
2019,3,동래읍성도서관,언어,20,38
2019,3,동래읍성도서관,언어,30,5
2019,3,동래읍성도서관,언어,40,41
2019,3,동래읍성도서관,언어,50,49
2019,3,동래읍성도서관,언어,60,2
2019,3,동래읍성도서관,언어,70,10
2019,3,동래읍성도서관,역사,10,131
2019,3,동래읍성도서관,역사,20,197
2019,3,동래읍성도서관,역사,30,20
2019,3,동래읍성도서관,역사,40,86
2019,3,동래읍성도서관,역사,50,274
2019,3,동래읍성도서관,역사,60,26
2019,3,동래읍성도서관,역사,70,27
2019,3,동래읍성도서관,역사,80,8
2019,3,동래읍성도서관,예술,10,23
2019,3,동래읍성도서관,예술,20,21
2019,3,동래읍성도서관,예술,30,7
2019,3,동래읍성도서관,예술,40,13
2019,3,동래읍성도서관,예술,50,47
2019,3,동래읍성도서관,예술,60,9
2019,3,동래읍성도서관,예술,70,4
2019,3,동래읍성도서관,자연과학,10,241
2019,3,동래읍성도서관,자연과학,20,226
2019,3,동래읍성도서관,자연과학,30,20
2019,3,동래읍성도서관,자연과학,40,122
2019,3,동래읍성도서관,자연과학,50,384
2019,3,동래읍성도서관,자연과학,60,12
2019,3,동래읍성도서관,자연과학,70,11
2019,3,동래읍성도서관,종교,10,4
2019,3,동래읍성도서관,종교,20,17
2019,3,동래읍성도서관,종교,40,16
2019,3,동래읍성도서관,종교,50,15
2019,3,동래읍성도서관,종교,60,23
2019,3,동래읍성도서관,종교,70,5
2019,3,동래읍성도서관,철학,10,46
2019,3,동래읍성도서관,철학,20,15
2019,3,동래읍성도서관,철학,30,10
2019,3,동래읍성도서관,철학,40,36
2019,3,동래읍성도서관,철학,50,98
2019,3,동래읍성도서관,철학,60,19
2019,3,동래읍성도서관,철학,70,15
2019,3,동래읍성도서관,철학,80,10
2019,3,동래읍성도서관,총류,10,54
2019,3,동래읍성도서관,총류,20,37
2019,3,동래읍성도서관,총류,30,5
2019,3,동래읍성도서관,총류,40,30
2019,3,동래읍성도서관,총류,50,73
2019,3,동래읍성도서관,총류,60,13
2019,3,동래읍성도서관,총류,70,6
2019,3,동래읍성도서관,총류,80,2
2019,3,명장도서관,기술과학,10,4
2019,3,명장도서관,기술과학,20,30
2019,3,명장도서관,기술과학,30,18
2019,3,명장도서관,기술과학,40,63
2019,3,명장도서관,기술과학,50,86
2019,3,명장도서관,기술과학,60,46
2019,3,명장도서관,기술과학,70,46
2019,3,명장도서관,기술과학,80,3
2019,3,명장도서관,문학,10,79
2019,3,명장도서관,문학,20,122
2019,3,명장도서관,문학,30,112
2019,3,명장도서관,문학,40,260
2019,3,명장도서관,문학,50,319
2019,3,명장도서관,문학,60,183
2019,3,명장도서관,문학,70,127
2019,3,명장도서관,문학,80,78
2019,3,명장도서관,문학,90,1
2019,3,명장도서관,사회과학,10,14
2019,3,명장도서관,사회과학,20,47
2019,3,명장도서관,사회과학,30,51
2019,3,명장도서관,사회과학,40,73
2019,3,명장도서관,사회과학,50,115
2019,3,명장도서관,사회과학,60,73
2019,3,명장도서관,사회과학,70,45
2019,3,명장도서관,사회과학,80,5
2019,3,명장도서관,언어,10,7
2019,3,명장도서관,언어,20,8
2019,3,명장도서관,언어,30,7
2019,3,명장도서관,언어,40,36
2019,3,명장도서관,언어,50,25
2019,3,명장도서관,언어,60,27
2019,3,명장도서관,언어,70,3
2019,3,명장도서관,언어,80,1
2019,3,명장도서관,역사,10,2
2019,3,명장도서관,역사,20,13
2019,3,명장도서관,역사,30,12
2019,3,명장도서관,역사,40,26
2019,3,명장도서관,역사,50,42
2019,3,명장도서관,역사,60,36
2019,3,명장도서관,역사,70,22
2019,3,명장도서관,역사,80,6
2019,3,명장도서관,예술,20,3
2019,3,명장도서관,예술,30,10
2019,3,명장도서관,예술,40,30
2019,3,명장도서관,예술,50,15
2019,3,명장도서관,예술,60,16
2019,3,명장도서관,예술,70,9
2019,3,명장도서관,예술,80,1
2019,3,명장도서관,자연과학,10,7
2019,3,명장도서관,자연과학,20,21
2019,3,명장도서관,자연과학,30,7
2019,3,명장도서관,자연과학,40,34
2019,3,명장도서관,자연과학,50,29
2019,3,명장도서관,자연과학,60,1
2019,3,명장도서관,자연과학,70,16
2019,3,명장도서관,종교,20,15
2019,3,명장도서관,종교,30,3
2019,3,명장도서관,종교,40,4
2019,3,명장도서관,종교,50,7
2019,3,명장도서관,종교,60,8
2019,3,명장도서관,종교,70,15
2019,3,명장도서관,종교,80,6
2019,3,명장도서관,철학,20,11
2019,3,명장도서관,철학,30,32
2019,3,명장도서관,철학,40,26
2019,3,명장도서관,철학,50,31
2019,3,명장도서관,철학,60,37
2019,3,명장도서관,철학,70,24
2019,3,명장도서관,철학,80,9
2019,3,명장도서관,총류,20,7
2019,3,명장도서관,총류,30,13
2019,3,명장도서관,총류,40,8
2019,3,명장도서관,총류,50,21
2019,3,명장도서관,총류,60,10
2019,3,명장도서관,총류,70,17
2019,3,명장도서관,총류,80,5
2019,3,반송도서관,기술과학,10,3
2019,3,반송도서관,기술과학,20,18
2019,3,반송도서관,기술과학,30,27
2019,3,반송도서관,기술과학,40,58
2019,3,반송도서관,기술과학,50,71
2019,3,반송도서관,기술과학,60,36
2019,3,반송도서관,기술과학,70,10
2019,3,반송도서관,기술과학,80,5
2019,3,반송도서관,문학,10,72
2019,3,반송도서관,문학,20,143
2019,3,반송도서관,문학,30,198
2019,3,반송도서관,문학,40,228
2019,3,반송도서관,문학,50,351
2019,3,반송도서관,문학,60,169
2019,3,반송도서관,문학,70,140
2019,3,반송도서관,문학,80,37
2019,3,반송도서관,문학,90,3
2019,3,반송도서관,사회과학,10,10
2019,3,반송도서관,사회과학,20,27
2019,3,반송도서관,사회과학,30,65
2019,3,반송도서관,사회과학,40,94
2019,3,반송도서관,사회과학,50,83
2019,3,반송도서관,사회과학,60,61
2019,3,반송도서관,사회과학,70,51
2019,3,반송도서관,사회과학,80,6
2019,3,반송도서관,언어,10,1
2019,3,반송도서관,언어,20,5
2019,3,반송도서관,언어,30,11
2019,3,반송도서관,언어,40,34
2019,3,반송도서관,언어,50,44
2019,3,반송도서관,언어,60,3
2019,3,반송도서관,언어,70,14
2019,3,반송도서관,언어,80,1
2019,3,반송도서관,역사,10,17
2019,3,반송도서관,역사,20,22
2019,3,반송도서관,역사,30,34
2019,3,반송도서관,역사,40,63
2019,3,반송도서관,역사,50,54
2019,3,반송도서관,역사,60,14
2019,3,반송도서관,역사,70,20
2019,3,반송도서관,역사,80,11
2019,3,반송도서관,역사,90,4
2019,3,반송도서관,예술,10,2
2019,3,반송도서관,예술,20,4
2019,3,반송도서관,예술,30,3
2019,3,반송도서관,예술,40,18
2019,3,반송도서관,예술,50,15
2019,3,반송도서관,예술,60,14
2019,3,반송도서관,예술,70,23
2019,3,반송도서관,예술,80,2
2019,3,반송도서관,자연과학,10,14
2019,3,반송도서관,자연과학,20,24
2019,3,반송도서관,자연과학,30,7
2019,3,반송도서관,자연과학,40,22
2019,3,반송도서관,자연과학,50,45
2019,3,반송도서관,자연과학,60,3
2019,3,반송도서관,자연과학,70,3
2019,3,반송도서관,자연과학,80,1
2019,3,반송도서관,종교,20,1
2019,3,반송도서관,종교,30,6
2019,3,반송도서관,종교,40,2
2019,3,반송도서관,종교,50,5
2019,3,반송도서관,종교,60,16
2019,3,반송도서관,종교,70,16
2019,3,반송도서관,종교,80,3
2019,3,반송도서관,철학,10,4
2019,3,반송도서관,철학,20,7
2019,3,반송도서관,철학,30,20
2019,3,반송도서관,철학,40,57
2019,3,반송도서관,철학,50,43
2019,3,반송도서관,철학,60,45
2019,3,반송도서관,철학,70,12
2019,3,반송도서관,철학,80,2
2019,3,반송도서관,총류,10,1
2019,3,반송도서관,총류,20,2
2019,3,반송도서관,총류,30,30
2019,3,반송도서관,총류,40,16
2019,3,반송도서관,총류,50,22
2019,3,반송도서관,총류,60,4
2019,3,반송도서관,총류,70,2
2019,3,반송도서관,총류,80,1
2019,3,반여도서관,기술과학,10,6
2019,3,반여도서관,기술과학,20,16
2019,3,반여도서관,기술과학,30,9
2019,3,반여도서관,기술과학,40,25
2019,3,반여도서관,기술과학,50,24
2019,3,반여도서관,기술과학,60,15
2019,3,반여도서관,기술과학,70,20
2019,3,반여도서관,기술과학,80,3
2019,3,반여도서관,문학,10,145
2019,3,반여도서관,문학,20,87
2019,3,반여도서관,문학,30,99
2019,3,반여도서관,문학,40,123
2019,3,반여도서관,문학,50,207
2019,3,반여도서관,문학,60,149
2019,3,반여도서관,문학,70,100
2019,3,반여도서관,문학,80,3
2019,3,반여도서관,사회과학,10,30
2019,3,반여도서관,사회과학,20,15
2019,3,반여도서관,사회과학,30,22
2019,3,반여도서관,사회과학,40,43
2019,3,반여도서관,사회과학,50,97
2019,3,반여도서관,사회과학,60,44
2019,3,반여도서관,사회과학,70,33
2019,3,반여도서관,언어,10,12
2019,3,반여도서관,언어,20,26
2019,3,반여도서관,언어,30,16
2019,3,반여도서관,언어,40,16
2019,3,반여도서관,언어,50,52
2019,3,반여도서관,언어,60,11
2019,3,반여도서관,언어,70,1
2019,3,반여도서관,역사,10,31
2019,3,반여도서관,역사,20,32
2019,3,반여도서관,역사,30,9
2019,3,반여도서관,역사,40,26
2019,3,반여도서관,역사,50,59
2019,3,반여도서관,역사,60,17
2019,3,반여도서관,역사,70,15
2019,3,반여도서관,역사,80,10
2019,3,반여도서관,예술,10,8
2019,3,반여도서관,예술,20,4
2019,3,반여도서관,예술,30,3
2019,3,반여도서관,예술,40,7
2019,3,반여도서관,예술,50,12
2019,3,반여도서관,예술,60,5
2019,3,반여도서관,예술,70,4
2019,3,반여도서관,예술,80,10
2019,3,반여도서관,자연과학,10,30
2019,3,반여도서관,자연과학,20,41
2019,3,반여도서관,자연과학,40,4
2019,3,반여도서관,자연과학,50,23
2019,3,반여도서관,자연과학,60,5
2019,3,반여도서관,자연과학,70,3
2019,3,반여도서관,자연과학,80,2
2019,3,반여도서관,종교,10,22
2019,3,반여도서관,종교,40,2
2019,3,반여도서관,종교,50,11
2019,3,반여도서관,종교,60,10
2019,3,반여도서관,종교,70,16
2019,3,반여도서관,철학,10,9
2019,3,반여도서관,철학,20,4
2019,3,반여도서관,철학,30,13
2019,3,반여도서관,철학,40,23
2019,3,반여도서관,철학,50,24
2019,3,반여도서관,철학,60,14
2019,3,반여도서관,철학,70,12
2019,3,반여도서관,총류,10,11
2019,3,반여도서관,총류,20,6
2019,3,반여도서관,총류,30,6
2019,3,반여도서관,총류,40,7
2019,3,반여도서관,총류,50,21
2019,3,반여도서관,총류,60,8
2019,3,반여도서관,총류,70,4
2019,3,부산강서도서관,기술과학,10,59
2019,3,부산강서도서관,기술과학,20,61
2019,3,부산강서도서관,기술과학,30,30
2019,3,부산강서도서관,기술과학,40,174
2019,3,부산강서도서관,기술과학,50,199
2019,3,부산강서도서관,기술과학,60,22
2019,3,부산강서도서관,기술과학,70,30
2019,3,부산강서도서관,기술과학,80,1
2019,3,부산강서도서관,기술과학,90,5
2019,3,부산강서도서관,문학,10,797
2019,3,부산강서도서관,문학,20,584
2019,3,부산강서도서관,문학,30,206
2019,3,부산강서도서관,문학,40,933
2019,3,부산강서도서관,문학,50,1125
2019,3,부산강서도서관,문학,60,143
2019,3,부산강서도서관,문학,70,188
2019,3,부산강서도서관,문학,80,12
2019,3,부산강서도서관,사회과학,10,141
2019,3,부산강서도서관,사회과학,20,104
2019,3,부산강서도서관,사회과학,30,76
2019,3,부산강서도서관,사회과학,40,294
2019,3,부산강서도서관,사회과학,50,380
2019,3,부산강서도서관,사회과학,60,78
2019,3,부산강서도서관,사회과학,70,18
2019,3,부산강서도서관,사회과학,80,1
2019,3,부산강서도서관,언어,10,91
2019,3,부산강서도서관,언어,20,34
2019,3,부산강서도서관,언어,30,23
2019,3,부산강서도서관,언어,40,126
2019,3,부산강서도서관,언어,50,162
2019,3,부산강서도서관,언어,60,10
2019,3,부산강서도서관,언어,70,9
2019,3,부산강서도서관,역사,10,56
2019,3,부산강서도서관,역사,20,107
2019,3,부산강서도서관,역사,30,15
2019,3,부산강서도서관,역사,40,142
2019,3,부산강서도서관,역사,50,196
2019,3,부산강서도서관,역사,60,28
2019,3,부산강서도서관,역사,70,4
2019,3,부산강서도서관,예술,10,18
2019,3,부산강서도서관,예술,20,21
2019,3,부산강서도서관,예술,30,14
2019,3,부산강서도서관,예술,40,45
2019,3,부산강서도서관,예술,50,82
2019,3,부산강서도서관,예술,60,39
2019,3,부산강서도서관,예술,70,15
2019,3,부산강서도서관,예술,80,1
2019,3,부산강서도서관,예술,90,4
2019,3,부산강서도서관,자연과학,10,201
2019,3,부산강서도서관,자연과학,20,211
2019,3,부산강서도서관,자연과학,30,14
2019,3,부산강서도서관,자연과학,40,201
2019,3,부산강서도서관,자연과학,50,320
2019,3,부산강서도서관,자연과학,60,3
2019,3,부산강서도서관,자연과학,70,5
2019,3,부산강서도서관,종교,10,19
2019,3,부산강서도서관,종교,20,13
2019,3,부산강서도서관,종교,30,7
2019,3,부산강서도서관,종교,40,10
2019,3,부산강서도서관,종교,50,36
2019,3,부산강서도서관,종교,60,29
2019,3,부산강서도서관,종교,70,3
2019,3,부산강서도서관,철학,10,19
2019,3,부산강서도서관,철학,20,16
2019,3,부산강서도서관,철학,30,23
2019,3,부산강서도서관,철학,40,72
2019,3,부산강서도서관,철학,50,84
2019,3,부산강서도서관,철학,60,31
2019,3,부산강서도서관,철학,70,10
2019,3,부산강서도서관,철학,80,1
2019,3,부산강서도서관,철학,90,1
2019,3,부산강서도서관,총류,10,31
2019,3,부산강서도서관,총류,20,50
2019,3,부산강서도서관,총류,30,15
2019,3,부산강서도서관,총류,40,39
2019,3,부산강서도서관,총류,50,92
2019,3,부산강서도서관,총류,60,22
2019,3,부산강서도서관,총류,70,7
2019,3,부산강서도서관,총류,80,5
2019,3,부산광역시립서동도서관,기술과학,10,14
2019,3,부산광역시립서동도서관,기술과학,100,8
2019,3,부산광역시립서동도서관,기술과학,20,29
2019,3,부산광역시립서동도서관,기술과학,30,16
2019,3,부산광역시립서동도서관,기술과학,40,63
2019,3,부산광역시립서동도서관,기술과학,50,66
2019,3,부산광역시립서동도서관,기술과학,60,47
2019,3,부산광역시립서동도서관,기술과학,70,17
2019,3,부산광역시립서동도서관,기술과학,80,8
2019,3,부산광역시립서동도서관,기술과학,90,14
2019,3,부산광역시립서동도서관,문학,10,105
2019,3,부산광역시립서동도서관,문학,100,17
2019,3,부산광역시립서동도서관,문학,20,153
2019,3,부산광역시립서동도서관,문학,30,106
2019,3,부산광역시립서동도서관,문학,40,306
2019,3,부산광역시립서동도서관,문학,50,519
2019,3,부산광역시립서동도서관,문학,60,239
2019,3,부산광역시립서동도서관,문학,70,153
2019,3,부산광역시립서동도서관,문학,80,12
2019,3,부산광역시립서동도서관,사회과학,10,28
2019,3,부산광역시립서동도서관,사회과학,100,15
2019,3,부산광역시립서동도서관,사회과학,20,35
2019,3,부산광역시립서동도서관,사회과학,30,63
2019,3,부산광역시립서동도서관,사회과학,40,127
2019,3,부산광역시립서동도서관,사회과학,50,122
2019,3,부산광역시립서동도서관,사회과학,60,81
2019,3,부산광역시립서동도서관,사회과학,70,18
2019,3,부산광역시립서동도서관,사회과학,80,3
2019,3,부산광역시립서동도서관,사회과학,90,4
2019,3,부산광역시립서동도서관,언어,10,13
2019,3,부산광역시립서동도서관,언어,100,1
2019,3,부산광역시립서동도서관,언어,20,3
2019,3,부산광역시립서동도서관,언어,30,21
2019,3,부산광역시립서동도서관,언어,40,25
2019,3,부산광역시립서동도서관,언어,50,46
2019,3,부산광역시립서동도서관,언어,60,9
2019,3,부산광역시립서동도서관,언어,70,4
2019,3,부산광역시립서동도서관,언어,90,2
2019,3,부산광역시립서동도서관,역사,10,23
2019,3,부산광역시립서동도서관,역사,100,2
2019,3,부산광역시립서동도서관,역사,20,27
2019,3,부산광역시립서동도서관,역사,30,30
2019,3,부산광역시립서동도서관,역사,40,44
2019,3,부산광역시립서동도서관,역사,50,88
2019,3,부산광역시립서동도서관,역사,60,36
2019,3,부산광역시립서동도서관,역사,70,15
2019,3,부산광역시립서동도서관,예술,10,1
2019,3,부산광역시립서동도서관,예술,100,8
2019,3,부산광역시립서동도서관,예술,20,7
2019,3,부산광역시립서동도서관,예술,30,11
2019,3,부산광역시립서동도서관,예술,40,26
2019,3,부산광역시립서동도서관,예술,50,26
2019,3,부산광역시립서동도서관,예술,60,7
2019,3,부산광역시립서동도서관,예술,80,4
2019,3,부산광역시립서동도서관,자연과학,10,52
2019,3,부산광역시립서동도서관,자연과학,20,52
2019,3,부산광역시립서동도서관,자연과학,30,10
2019,3,부산광역시립서동도서관,자연과학,40,66
2019,3,부산광역시립서동도서관,자연과학,50,84
2019,3,부산광역시립서동도서관,자연과학,60,8
2019,3,부산광역시립서동도서관,자연과학,70,19
2019,3,부산광역시립서동도서관,자연과학,80,4
2019,3,부산광역시립서동도서관,종교,10,5
2019,3,부산광역시립서동도서관,종교,100,2
2019,3,부산광역시립서동도서관,종교,20,10
2019,3,부산광역시립서동도서관,종교,30,6
2019,3,부산광역시립서동도서관,종교,40,13
2019,3,부산광역시립서동도서관,종교,50,19
2019,3,부산광역시립서동도서관,종교,60,2
2019,3,부산광역시립서동도서관,종교,70,8
2019,3,부산광역시립서동도서관,종교,80,4
2019,3,부산광역시립서동도서관,철학,10,4
2019,3,부산광역시립서동도서관,철학,100,4
2019,3,부산광역시립서동도서관,철학,20,25
2019,3,부산광역시립서동도서관,철학,30,30
2019,3,부산광역시립서동도서관,철학,40,55
2019,3,부산광역시립서동도서관,철학,50,55
2019,3,부산광역시립서동도서관,철학,60,40
2019,3,부산광역시립서동도서관,철학,70,8
2019,3,부산광역시립서동도서관,철학,80,7
2019,3,부산광역시립서동도서관,철학,90,2
2019,3,부산광역시립서동도서관,총류,10,7
2019,3,부산광역시립서동도서관,총류,100,2
2019,3,부산광역시립서동도서관,총류,20,14
2019,3,부산광역시립서동도서관,총류,30,8
2019,3,부산광역시립서동도서관,총류,40,29
2019,3,부산광역시립서동도서관,총류,50,23
2019,3,부산광역시립서동도서관,총류,60,13
2019,3,부산광역시립서동도서관,총류,70,1
2019,3,부산기장도서관,기술과학,10,35
2019,3,부산기장도서관,기술과학,20,54
2019,3,부산기장도서관,기술과학,30,25
2019,3,부산기장도서관,기술과학,40,74
2019,3,부산기장도서관,기술과학,50,154
2019,3,부산기장도서관,기술과학,60,83
2019,3,부산기장도서관,기술과학,70,13
2019,3,부산기장도서관,기술과학,80,4
2019,3,부산기장도서관,기술과학,90,1
2019,3,부산기장도서관,문학,10,305
2019,3,부산기장도서관,문학,100,9
2019,3,부산기장도서관,문학,20,397
2019,3,부산기장도서관,문학,30,199
2019,3,부산기장도서관,문학,40,409
2019,3,부산기장도서관,문학,50,771
2019,3,부산기장도서관,문학,60,318
2019,3,부산기장도서관,문학,70,180
2019,3,부산기장도서관,문학,80,77
2019,3,부산기장도서관,문학,90,20
