BASE_YEAR,BASE_MONTH,MANAGE_CODE_NAME,CLASS_NO_NAME,AGE_DC,VALUE
2019,6,부산기장도서관,문학,20,375
2019,6,부산기장도서관,문학,30,137
2019,6,부산기장도서관,문학,40,394
2019,6,부산기장도서관,문학,50,721
2019,6,부산기장도서관,문학,60,232
2019,6,부산기장도서관,문학,70,131
2019,6,부산기장도서관,문학,80,92
2019,6,부산기장도서관,문학,90,14
2019,6,부산기장도서관,사회과학,10,72
2019,6,부산기장도서관,사회과학,100,7
2019,6,부산기장도서관,사회과학,20,88
2019,6,부산기장도서관,사회과학,30,79
2019,6,부산기장도서관,사회과학,40,126
2019,6,부산기장도서관,사회과학,50,247
2019,6,부산기장도서관,사회과학,60,108
2019,6,부산기장도서관,사회과학,70,22
2019,6,부산기장도서관,사회과학,80,7
2019,6,부산기장도서관,사회과학,90,2
2019,6,부산기장도서관,언어,10,36
2019,6,부산기장도서관,언어,20,49
2019,6,부산기장도서관,언어,30,17
2019,6,부산기장도서관,언어,40,65
2019,6,부산기장도서관,언어,50,108
2019,6,부산기장도서관,언어,60,16
2019,6,부산기장도서관,언어,70,8
2019,6,부산기장도서관,언어,80,8
2019,6,부산기장도서관,역사,10,36
2019,6,부산기장도서관,역사,20,38
2019,6,부산기장도서관,역사,30,34
2019,6,부산기장도서관,역사,40,62
2019,6,부산기장도서관,역사,50,107
2019,6,부산기장도서관,역사,60,49
2019,6,부산기장도서관,역사,70,26
2019,6,부산기장도서관,역사,80,16
2019,6,부산기장도서관,예술,10,13
2019,6,부산기장도서관,예술,20,15
2019,6,부산기장도서관,예술,30,22
2019,6,부산기장도서관,예술,40,16
2019,6,부산기장도서관,예술,50,99
2019,6,부산기장도서관,예술,60,17
2019,6,부산기장도서관,예술,80,1
2019,6,부산기장도서관,예술,90,6
2019,6,부산기장도서관,자연과학,10,84
2019,6,부산기장도서관,자연과학,20,135
2019,6,부산기장도서관,자연과학,30,4
2019,6,부산기장도서관,자연과학,40,83
2019,6,부산기장도서관,자연과학,50,147
2019,6,부산기장도서관,자연과학,60,41
2019,6,부산기장도서관,자연과학,70,33
2019,6,부산기장도서관,자연과학,80,3
2019,6,부산기장도서관,종교,10,7
2019,6,부산기장도서관,종교,20,17
2019,6,부산기장도서관,종교,30,4
2019,6,부산기장도서관,종교,40,7
2019,6,부산기장도서관,종교,50,30
2019,6,부산기장도서관,종교,60,19
2019,6,부산기장도서관,종교,70,7
2019,6,부산기장도서관,종교,80,13
2019,6,부산기장도서관,종교,90,1
2019,6,부산기장도서관,철학,10,15
2019,6,부산기장도서관,철학,100,1
2019,6,부산기장도서관,철학,20,19
2019,6,부산기장도서관,철학,30,39
2019,6,부산기장도서관,철학,40,60
2019,6,부산기장도서관,철학,50,75
2019,6,부산기장도서관,철학,60,38
2019,6,부산기장도서관,철학,70,20
2019,6,부산기장도서관,철학,80,1
2019,6,부산기장도서관,철학,90,1
2019,6,부산기장도서관,총류,10,20
2019,6,부산기장도서관,총류,100,2
2019,6,부산기장도서관,총류,20,25
2019,6,부산기장도서관,총류,30,12
2019,6,부산기장도서관,총류,40,26
2019,6,부산기장도서관,총류,50,54
2019,6,부산기장도서관,총류,60,15
2019,6,부산기장도서관,총류,70,14
2019,6,부산기장도서관,총류,80,2
2019,6,부산남구도서관,기술과학,10,51
2019,6,부산남구도서관,기술과학,100,1
2019,6,부산남구도서관,기술과학,20,102
2019,6,부산남구도서관,기술과학,30,59
2019,6,부산남구도서관,기술과학,40,217
2019,6,부산남구도서관,기술과학,50,323
2019,6,부산남구도서관,기술과학,60,109
2019,6,부산남구도서관,기술과학,70,54
2019,6,부산남구도서관,기술과학,80,12
2019,6,부산남구도서관,문학,10,1580
2019,6,부산남구도서관,문학,100,78
2019,6,부산남구도서관,문학,20,1219
2019,6,부산남구도서관,문학,30,371
2019,6,부산남구도서관,문학,40,1440
2019,6,부산남구도서관,문학,50,2375
2019,6,부산남구도서관,문학,60,556
2019,6,부산남구도서관,문학,70,382
2019,6,부산남구도서관,문학,80,127
2019,6,부산남구도서관,문학,90,4
2019,6,부산남구도서관,사회과학,10,293
2019,6,부산남구도서관,사회과학,100,10
2019,6,부산남구도서관,사회과학,20,257
2019,6,부산남구도서관,사회과학,30,147
2019,6,부산남구도서관,사회과학,40,430
2019,6,부산남구도서관,사회과학,50,788
2019,6,부산남구도서관,사회과학,60,208
2019,6,부산남구도서관,사회과학,70,90
2019,6,부산남구도서관,사회과학,80,26
2019,6,부산남구도서관,사회과학,90,1
2019,6,부산남구도서관,언어,10,215
2019,6,부산남구도서관,언어,100,3
2019,6,부산남구도서관,언어,20,233
2019,6,부산남구도서관,언어,30,28
2019,6,부산남구도서관,언어,40,166
2019,6,부산남구도서관,언어,50,481
2019,6,부산남구도서관,언어,60,45
2019,6,부산남구도서관,언어,70,9
2019,6,부산남구도서관,언어,80,5
2019,6,부산남구도서관,역사,10,248
2019,6,부산남구도서관,역사,100,11
2019,6,부산남구도서관,역사,20,344
2019,6,부산남구도서관,역사,30,62
2019,6,부산남구도서관,역사,40,270
2019,6,부산남구도서관,역사,50,556
2019,6,부산남구도서관,역사,60,82
2019,6,부산남구도서관,역사,70,55
2019,6,부산남구도서관,역사,80,16
2019,6,부산남구도서관,역사,90,7
2019,6,부산남구도서관,예술,10,66
2019,6,부산남구도서관,예술,100,2
2019,6,부산남구도서관,예술,20,62
2019,6,부산남구도서관,예술,30,26
2019,6,부산남구도서관,예술,40,83
2019,6,부산남구도서관,예술,50,133
2019,6,부산남구도서관,예술,60,36
2019,6,부산남구도서관,예술,70,11
2019,6,부산남구도서관,예술,80,2
2019,6,부산남구도서관,자연과학,10,519
2019,6,부산남구도서관,자연과학,100,12
2019,6,부산남구도서관,자연과학,20,466
2019,6,부산남구도서관,자연과학,30,29
2019,6,부산남구도서관,자연과학,40,294
2019,6,부산남구도서관,자연과학,50,644
2019,6,부산남구도서관,자연과학,60,63
2019,6,부산남구도서관,자연과학,70,33
2019,6,부산남구도서관,자연과학,80,10
2019,6,부산남구도서관,종교,10,28
2019,6,부산남구도서관,종교,20,26
2019,6,부산남구도서관,종교,30,2
2019,6,부산남구도서관,종교,40,44
2019,6,부산남구도서관,종교,50,55
2019,6,부산남구도서관,종교,60,34
2019,6,부산남구도서관,종교,70,13
2019,6,부산남구도서관,종교,80,10
2019,6,부산남구도서관,철학,10,75
2019,6,부산남구도서관,철학,100,1
2019,6,부산남구도서관,철학,20,111
2019,6,부산남구도서관,철학,30,83
2019,6,부산남구도서관,철학,40,150
2019,6,부산남구도서관,철학,50,336
2019,6,부산남구도서관,철학,60,74
2019,6,부산남구도서관,철학,70,53
2019,6,부산남구도서관,철학,80,7
2019,6,부산남구도서관,총류,10,65
2019,6,부산남구도서관,총류,20,98
2019,6,부산남구도서관,총류,30,32
2019,6,부산남구도서관,총류,40,69
2019,6,부산남구도서관,총류,50,176
2019,6,부산남구도서관,총류,60,46
2019,6,부산남구도서관,총류,70,19
2019,6,부산남구도서관,총류,80,13
2019,6,부전도서관,기술과학,10,9
2019,6,부전도서관,기술과학,20,52
2019,6,부전도서관,기술과학,30,157
2019,6,부전도서관,기술과학,40,247
2019,6,부전도서관,기술과학,50,266
2019,6,부전도서관,기술과학,60,121
2019,6,부전도서관,기술과학,70,95
2019,6,부전도서관,기술과학,80,12
2019,6,부전도서관,기술과학,90,1
2019,6,부전도서관,문학,10,217
2019,6,부전도서관,문학,100,91
2019,6,부전도서관,문학,20,288
2019,6,부전도서관,문학,30,569
2019,6,부전도서관,문학,40,920
2019,6,부전도서관,문학,50,1183
2019,6,부전도서관,문학,60,449
2019,6,부전도서관,문학,70,282
2019,6,부전도서관,문학,80,199
2019,6,부전도서관,문학,90,9
2019,6,부전도서관,사회과학,10,26
2019,6,부전도서관,사회과학,20,71
2019,6,부전도서관,사회과학,30,272
2019,6,부전도서관,사회과학,40,418
2019,6,부전도서관,사회과학,50,328
2019,6,부전도서관,사회과학,60,240
2019,6,부전도서관,사회과학,70,76
2019,6,부전도서관,사회과학,80,16
2019,6,부전도서관,사회과학,90,18
2019,6,부전도서관,언어,10,10
2019,6,부전도서관,언어,20,13
2019,6,부전도서관,언어,30,46
2019,6,부전도서관,언어,40,71
2019,6,부전도서관,언어,50,98
2019,6,부전도서관,언어,60,26
2019,6,부전도서관,언어,70,22
2019,6,부전도서관,언어,80,17
2019,6,부전도서관,언어,90,3
2019,6,부전도서관,역사,10,11
2019,6,부전도서관,역사,100,1
2019,6,부전도서관,역사,20,44
2019,6,부전도서관,역사,30,127
2019,6,부전도서관,역사,40,166
2019,6,부전도서관,역사,50,200
2019,6,부전도서관,역사,60,91
2019,6,부전도서관,역사,70,72
2019,6,부전도서관,역사,80,10
2019,6,부전도서관,역사,90,1
2019,6,부전도서관,예술,10,7
2019,6,부전도서관,예술,20,28
2019,6,부전도서관,예술,30,59
2019,6,부전도서관,예술,40,111
2019,6,부전도서관,예술,50,134
2019,6,부전도서관,예술,60,53
2019,6,부전도서관,예술,70,27
2019,6,부전도서관,예술,80,17
2019,6,부전도서관,예술,90,1
2019,6,부전도서관,자연과학,10,47
2019,6,부전도서관,자연과학,20,63
2019,6,부전도서관,자연과학,30,45
2019,6,부전도서관,자연과학,40,69
2019,6,부전도서관,자연과학,50,205
2019,6,부전도서관,자연과학,60,38
2019,6,부전도서관,자연과학,70,19
2019,6,부전도서관,자연과학,80,3
2019,6,부전도서관,종교,10,1
2019,6,부전도서관,종교,20,5
2019,6,부전도서관,종교,30,27
2019,6,부전도서관,종교,40,34
2019,6,부전도서관,종교,50,51
2019,6,부전도서관,종교,60,47
2019,6,부전도서관,종교,70,42
2019,6,부전도서관,종교,80,19
2019,6,부전도서관,종교,90,1
2019,6,부전도서관,철학,10,8
2019,6,부전도서관,철학,20,56
2019,6,부전도서관,철학,30,113
2019,6,부전도서관,철학,40,153
2019,6,부전도서관,철학,50,159
2019,6,부전도서관,철학,60,70
2019,6,부전도서관,철학,70,41
2019,6,부전도서관,철학,80,18
2019,6,부전도서관,철학,90,1
2019,6,부전도서관,총류,10,8
2019,6,부전도서관,총류,20,16
2019,6,부전도서관,총류,30,47
2019,6,부전도서관,총류,40,123
2019,6,부전도서관,총류,50,97
2019,6,부전도서관,총류,60,30
2019,6,부전도서관,총류,70,16
2019,6,부전도서관,총류,80,1
2019,6,사상도서관,기술과학,10,38
2019,6,사상도서관,기술과학,100,3
2019,6,사상도서관,기술과학,20,54
2019,6,사상도서관,기술과학,30,27
2019,6,사상도서관,기술과학,40,154
2019,6,사상도서관,기술과학,50,151
2019,6,사상도서관,기술과학,60,70
2019,6,사상도서관,기술과학,70,38
2019,6,사상도서관,기술과학,90,5
2019,6,사상도서관,문학,10,745
2019,6,사상도서관,문학,100,5
2019,6,사상도서관,문학,20,528
2019,6,사상도서관,문학,30,172
2019,6,사상도서관,문학,40,1316
2019,6,사상도서관,문학,50,1516
2019,6,사상도서관,문학,60,503
2019,6,사상도서관,문학,70,222
2019,6,사상도서관,문학,80,53
2019,6,사상도서관,문학,90,4
2019,6,사상도서관,사회과학,10,95
2019,6,사상도서관,사회과학,100,3
2019,6,사상도서관,사회과학,20,100
2019,6,사상도서관,사회과학,30,70
2019,6,사상도서관,사회과학,40,269
2019,6,사상도서관,사회과학,50,300
2019,6,사상도서관,사회과학,60,78
2019,6,사상도서관,사회과학,70,19
2019,6,사상도서관,사회과학,80,17
2019,6,사상도서관,언어,10,39
2019,6,사상도서관,언어,20,69
2019,6,사상도서관,언어,30,13
2019,6,사상도서관,언어,40,54
2019,6,사상도서관,언어,50,78
2019,6,사상도서관,언어,60,27
2019,6,사상도서관,언어,70,14
2019,6,사상도서관,언어,80,3
2019,6,사상도서관,역사,10,94
2019,6,사상도서관,역사,100,2
2019,6,사상도서관,역사,20,119
2019,6,사상도서관,역사,30,24
2019,6,사상도서관,역사,40,156
2019,6,사상도서관,역사,50,200
2019,6,사상도서관,역사,60,62
2019,6,사상도서관,역사,70,15
2019,6,사상도서관,역사,80,12
2019,6,사상도서관,예술,10,45
2019,6,사상도서관,예술,20,42
2019,6,사상도서관,예술,30,15
2019,6,사상도서관,예술,40,52
2019,6,사상도서관,예술,50,61
2019,6,사상도서관,예술,60,20
2019,6,사상도서관,예술,70,7
2019,6,사상도서관,자연과학,10,145
2019,6,사상도서관,자연과학,100,1
2019,6,사상도서관,자연과학,20,235
2019,6,사상도서관,자연과학,30,6
2019,6,사상도서관,자연과학,40,190
2019,6,사상도서관,자연과학,50,272
2019,6,사상도서관,자연과학,60,35
2019,6,사상도서관,자연과학,70,14
2019,6,사상도서관,자연과학,80,7
2019,6,사상도서관,종교,10,22
2019,6,사상도서관,종교,20,14
2019,6,사상도서관,종교,30,2
2019,6,사상도서관,종교,40,23
2019,6,사상도서관,종교,50,34
2019,6,사상도서관,종교,60,7
2019,6,사상도서관,종교,70,4
2019,6,사상도서관,철학,10,49
2019,6,사상도서관,철학,100,2
2019,6,사상도서관,철학,20,46
2019,6,사상도서관,철학,30,29
2019,6,사상도서관,철학,40,102
2019,6,사상도서관,철학,50,143
2019,6,사상도서관,철학,60,47
2019,6,사상도서관,철학,70,7
2019,6,사상도서관,철학,80,13
2019,6,사상도서관,총류,10,24
2019,6,사상도서관,총류,20,32
2019,6,사상도서관,총류,30,15
2019,6,사상도서관,총류,40,50
2019,6,사상도서관,총류,50,68
2019,6,사상도서관,총류,60,25
2019,6,사상도서관,총류,70,7
2019,6,사상도서관,총류,80,2
2019,6,사하도서관,기술과학,10,28
2019,6,사하도서관,기술과학,20,38
2019,6,사하도서관,기술과학,30,28
2019,6,사하도서관,기술과학,40,110
2019,6,사하도서관,기술과학,50,185
2019,6,사하도서관,기술과학,60,63
2019,6,사하도서관,기술과학,70,31
2019,6,사하도서관,기술과학,80,26
2019,6,사하도서관,기술과학,90,2
2019,6,사하도서관,문학,10,244
2019,6,사하도서관,문학,20,317
2019,6,사하도서관,문학,30,177
2019,6,사하도서관,문학,40,406
2019,6,사하도서관,문학,50,805
2019,6,사하도서관,문학,60,341
2019,6,사하도서관,문학,70,170
2019,6,사하도서관,문학,80,75
2019,6,사하도서관,사회과학,10,20
2019,6,사하도서관,사회과학,20,57
2019,6,사하도서관,사회과학,30,96
2019,6,사하도서관,사회과학,40,165
2019,6,사하도서관,사회과학,50,243
2019,6,사하도서관,사회과학,60,205
2019,6,사하도서관,사회과학,70,60
2019,6,사하도서관,사회과학,80,15
2019,6,사하도서관,사회과학,90,4
2019,6,사하도서관,언어,10,38
2019,6,사하도서관,언어,20,27
2019,6,사하도서관,언어,30,12
2019,6,사하도서관,언어,40,36
2019,6,사하도서관,언어,50,68
2019,6,사하도서관,언어,60,56
2019,6,사하도서관,언어,70,26
2019,6,사하도서관,언어,80,6
2019,6,사하도서관,역사,10,15
2019,6,사하도서관,역사,20,73
2019,6,사하도서관,역사,30,35
2019,6,사하도서관,역사,40,73
2019,6,사하도서관,역사,50,154
2019,6,사하도서관,역사,60,83
2019,6,사하도서관,역사,70,38
2019,6,사하도서관,역사,80,4
2019,6,사하도서관,예술,10,24
2019,6,사하도서관,예술,20,18
2019,6,사하도서관,예술,30,18
2019,6,사하도서관,예술,40,29
2019,6,사하도서관,예술,50,57
2019,6,사하도서관,예술,60,21
2019,6,사하도서관,예술,70,25
2019,6,사하도서관,예술,80,4
2019,6,사하도서관,자연과학,10,74
2019,6,사하도서관,자연과학,20,92
2019,6,사하도서관,자연과학,30,13
2019,6,사하도서관,자연과학,40,55
2019,6,사하도서관,자연과학,50,152
2019,6,사하도서관,자연과학,60,42
2019,6,사하도서관,자연과학,70,15
2019,6,사하도서관,자연과학,80,5
2019,6,사하도서관,종교,10,9
2019,6,사하도서관,종교,20,2
2019,6,사하도서관,종교,30,9
2019,6,사하도서관,종교,40,21
2019,6,사하도서관,종교,50,32
2019,6,사하도서관,종교,60,32
2019,6,사하도서관,종교,70,4
2019,6,사하도서관,종교,80,10
2019,6,사하도서관,철학,10,12
2019,6,사하도서관,철학,20,18
2019,6,사하도서관,철학,30,22
2019,6,사하도서관,철학,40,60
2019,6,사하도서관,철학,50,89
2019,6,사하도서관,철학,60,69
2019,6,사하도서관,철학,70,35
2019,6,사하도서관,철학,80,6
2019,6,사하도서관,총류,10,17
2019,6,사하도서관,총류,20,22
2019,6,사하도서관,총류,30,10
2019,6,사하도서관,총류,40,39
2019,6,사하도서관,총류,50,47
2019,6,사하도서관,총류,60,47
2019,6,사하도서관,총류,70,3
2019,6,사하도서관,총류,80,3
2019,6,수영구도서관,기술과학,10,59
2019,6,수영구도서관,기술과학,100,32
2019,6,수영구도서관,기술과학,20,48
2019,6,수영구도서관,기술과학,30,28
2019,6,수영구도서관,기술과학,40,154
2019,6,수영구도서관,기술과학,50,240
2019,6,수영구도서관,기술과학,60,150
2019,6,수영구도서관,기술과학,70,26
2019,6,수영구도서관,기술과학,80,13
2019,6,수영구도서관,문학,10,1157
2019,6,수영구도서관,문학,100,74
2019,6,수영구도서관,문학,20,570
2019,6,수영구도서관,문학,30,184
2019,6,수영구도서관,문학,40,679
2019,6,수영구도서관,문학,50,1121
2019,6,수영구도서관,문학,60,408
2019,6,수영구도서관,문학,70,382
2019,6,수영구도서관,문학,80,193
2019,6,수영구도서관,문학,90,13
2019,6,수영구도서관,사회과학,10,172
2019,6,수영구도서관,사회과학,100,47
2019,6,수영구도서관,사회과학,20,69
2019,6,수영구도서관,사회과학,30,64
2019,6,수영구도서관,사회과학,40,230
2019,6,수영구도서관,사회과학,50,345
2019,6,수영구도서관,사회과학,60,198
2019,6,수영구도서관,사회과학,70,86
2019,6,수영구도서관,사회과학,80,29
2019,6,수영구도서관,사회과학,90,5
2019,6,수영구도서관,언어,10,95
2019,6,수영구도서관,언어,100,6
2019,6,수영구도서관,언어,20,37
2019,6,수영구도서관,언어,30,15
2019,6,수영구도서관,언어,40,36
2019,6,수영구도서관,언어,50,69
2019,6,수영구도서관,언어,60,15
2019,6,수영구도서관,언어,70,15
2019,6,수영구도서관,언어,80,13
2019,6,수영구도서관,언어,90,1
2019,6,수영구도서관,역사,10,126
2019,6,수영구도서관,역사,100,11
2019,6,수영구도서관,역사,20,151
2019,6,수영구도서관,역사,30,35
2019,6,수영구도서관,역사,40,113
2019,6,수영구도서관,역사,50,214
2019,6,수영구도서관,역사,60,92
2019,6,수영구도서관,역사,70,40
2019,6,수영구도서관,역사,80,21
2019,6,수영구도서관,역사,90,1
2019,6,수영구도서관,예술,10,27
2019,6,수영구도서관,예술,100,7
2019,6,수영구도서관,예술,20,21
2019,6,수영구도서관,예술,30,7
2019,6,수영구도서관,예술,40,28
2019,6,수영구도서관,예술,50,81
2019,6,수영구도서관,예술,60,32
2019,6,수영구도서관,예술,70,30
2019,6,수영구도서관,예술,80,17
2019,6,수영구도서관,자연과학,10,317
2019,6,수영구도서관,자연과학,100,4
2019,6,수영구도서관,자연과학,20,183
2019,6,수영구도서관,자연과학,30,10
2019,6,수영구도서관,자연과학,40,76
2019,6,수영구도서관,자연과학,50,248
2019,6,수영구도서관,자연과학,60,42
2019,6,수영구도서관,자연과학,70,18
2019,6,수영구도서관,자연과학,80,5
2019,6,수영구도서관,종교,10,26
2019,6,수영구도서관,종교,100,14
2019,6,수영구도서관,종교,20,25
2019,6,수영구도서관,종교,30,14
2019,6,수영구도서관,종교,40,27
2019,6,수영구도서관,종교,50,43
2019,6,수영구도서관,종교,60,27
2019,6,수영구도서관,종교,70,13
2019,6,수영구도서관,종교,80,7
2019,6,수영구도서관,종교,90,1
2019,6,수영구도서관,철학,10,18
2019,6,수영구도서관,철학,100,42
2019,6,수영구도서관,철학,20,26
2019,6,수영구도서관,철학,30,40
2019,6,수영구도서관,철학,40,67
2019,6,수영구도서관,철학,50,129
2019,6,수영구도서관,철학,60,60
2019,6,수영구도서관,철학,70,38
2019,6,수영구도서관,철학,80,14
2019,6,수영구도서관,총류,10,15
2019,6,수영구도서관,총류,100,6
2019,6,수영구도서관,총류,20,7
2019,6,수영구도서관,총류,30,13
2019,6,수영구도서관,총류,40,18
2019,6,수영구도서관,총류,50,46
2019,6,수영구도서관,총류,60,24
2019,6,수영구도서관,총류,70,8
2019,6,수영구도서관,총류,80,4
2019,6,수영구도서관,총류,90,1
2019,6,시민도서관,기술과학,10,98
2019,6,시민도서관,기술과학,20,295
2019,6,시민도서관,기술과학,30,146
2019,6,시민도서관,기술과학,40,350
2019,6,시민도서관,기술과학,50,682
2019,6,시민도서관,기술과학,60,386
2019,6,시민도서관,기술과학,70,218
2019,6,시민도서관,기술과학,80,37
2019,6,시민도서관,기술과학,90,7
2019,6,시민도서관,문학,10,2483
2019,6,시민도서관,문학,20,2121
2019,6,시민도서관,문학,30,672
2019,6,시민도서관,문학,40,2153
2019,6,시민도서관,문학,50,4665
2019,6,시민도서관,문학,60,1422
2019,6,시민도서관,문학,70,729
2019,6,시민도서관,문학,80,259
2019,6,시민도서관,문학,90,10
2019,6,시민도서관,사회과학,10,359
2019,6,시민도서관,사회과학,20,506
2019,6,시민도서관,사회과학,30,355
2019,6,시민도서관,사회과학,40,656
2019,6,시민도서관,사회과학,50,1412
2019,6,시민도서관,사회과학,60,734
2019,6,시민도서관,사회과학,70,266
2019,6,시민도서관,사회과학,80,16
2019,6,시민도서관,사회과학,90,4
2019,6,시민도서관,언어,10,173
2019,6,시민도서관,언어,20,123
2019,6,시민도서관,언어,30,70
2019,6,시민도서관,언어,40,222
2019,6,시민도서관,언어,50,404
2019,6,시민도서관,언어,60,143
2019,6,시민도서관,언어,70,66
2019,6,시민도서관,언어,80,8
2019,6,시민도서관,언어,90,10
2019,6,시민도서관,역사,10,242
2019,6,시민도서관,역사,20,394
2019,6,시민도서관,역사,30,128
2019,6,시민도서관,역사,40,371
2019,6,시민도서관,역사,50,931
2019,6,시민도서관,역사,60,392
2019,6,시민도서관,역사,70,176
2019,6,시민도서관,역사,80,30
2019,6,시민도서관,역사,90,2
2019,6,시민도서관,예술,10,82
2019,6,시민도서관,예술,20,147
2019,6,시민도서관,예술,30,80
2019,6,시민도서관,예술,40,121
2019,6,시민도서관,예술,50,353
2019,6,시민도서관,예술,60,221
2019,6,시민도서관,예술,70,99
2019,6,시민도서관,예술,80,20
2019,6,시민도서관,자연과학,10,488
2019,6,시민도서관,자연과학,20,788
2019,6,시민도서관,자연과학,30,62
2019,6,시민도서관,자연과학,40,406
2019,6,시민도서관,자연과학,50,1130
2019,6,시민도서관,자연과학,60,183
2019,6,시민도서관,자연과학,70,67
2019,6,시민도서관,자연과학,80,12
2019,6,시민도서관,종교,10,16
2019,6,시민도서관,종교,20,31
2019,6,시민도서관,종교,30,30
2019,6,시민도서관,종교,40,74
2019,6,시민도서관,종교,50,148
2019,6,시민도서관,종교,60,104
2019,6,시민도서관,종교,70,62
2019,6,시민도서관,종교,80,14
2019,6,시민도서관,종교,90,2
2019,6,시민도서관,철학,10,64
2019,6,시민도서관,철학,20,195
2019,6,시민도서관,철학,30,158
2019,6,시민도서관,철학,40,232
2019,6,시민도서관,철학,50,550
2019,6,시민도서관,철학,60,296
2019,6,시민도서관,철학,70,124
2019,6,시민도서관,철학,80,30
2019,6,시민도서관,철학,90,7
2019,6,시민도서관,총류,10,70
2019,6,시민도서관,총류,20,132
2019,6,시민도서관,총류,30,107
2019,6,시민도서관,총류,40,139
2019,6,시민도서관,총류,50,306
2019,6,시민도서관,총류,60,117
2019,6,시민도서관,총류,70,54
2019,6,시민도서관,총류,80,3
2019,6,시민도서관,총류,90,1
2019,6,안락누리도서관,기술과학,10,33
2019,6,안락누리도서관,기술과학,20,19
2019,6,안락누리도서관,기술과학,30,6
2019,6,안락누리도서관,기술과학,40,70
2019,6,안락누리도서관,기술과학,50,50
2019,6,안락누리도서관,기술과학,60,3
2019,6,안락누리도서관,기술과학,70,13
2019,6,안락누리도서관,문학,10,707
2019,6,안락누리도서관,문학,20,308
2019,6,안락누리도서관,문학,30,107
2019,6,안락누리도서관,문학,40,495
2019,6,안락누리도서관,문학,50,462
2019,6,안락누리도서관,문학,60,52
2019,6,안락누리도서관,문학,70,99
2019,6,안락누리도서관,문학,80,11
2019,6,안락누리도서관,문학,90,1
2019,6,안락누리도서관,사회과학,10,71
2019,6,안락누리도서관,사회과학,20,53
2019,6,안락누리도서관,사회과학,30,16
2019,6,안락누리도서관,사회과학,40,142
2019,6,안락누리도서관,사회과학,50,89
2019,6,안락누리도서관,사회과학,60,55
2019,6,안락누리도서관,사회과학,70,24
2019,6,안락누리도서관,사회과학,80,1
2019,6,안락누리도서관,언어,10,73
2019,6,안락누리도서관,언어,20,21
2019,6,안락누리도서관,언어,40,50
2019,6,안락누리도서관,언어,50,34
2019,6,안락누리도서관,언어,60,9
2019,6,안락누리도서관,언어,70,11
2019,6,안락누리도서관,역사,10,98
2019,6,안락누리도서관,역사,20,81
2019,6,안락누리도서관,역사,30,17
2019,6,안락누리도서관,역사,40,69
2019,6,안락누리도서관,역사,50,83
2019,6,안락누리도서관,역사,60,13
2019,6,안락누리도서관,역사,70,18
2019,6,안락누리도서관,역사,80,2
2019,6,안락누리도서관,예술,10,21
2019,6,안락누리도서관,예술,20,11
2019,6,안락누리도서관,예술,30,7
2019,6,안락누리도서관,예술,40,27
2019,6,안락누리도서관,예술,50,8
2019,6,안락누리도서관,예술,60,13
2019,6,안락누리도서관,예술,70,4
2019,6,안락누리도서관,자연과학,10,182
2019,6,안락누리도서관,자연과학,20,103
2019,6,안락누리도서관,자연과학,30,3
2019,6,안락누리도서관,자연과학,40,90
2019,6,안락누리도서관,자연과학,50,100
2019,6,안락누리도서관,자연과학,60,3
2019,6,안락누리도서관,자연과학,70,20
2019,6,안락누리도서관,자연과학,80,7
2019,6,안락누리도서관,종교,10,4
2019,6,안락누리도서관,종교,20,7
2019,6,안락누리도서관,종교,30,1
2019,6,안락누리도서관,종교,40,6
2019,6,안락누리도서관,종교,50,3
2019,6,안락누리도서관,종교,60,1
2019,6,안락누리도서관,종교,70,4
2019,6,안락누리도서관,철학,10,12
2019,6,안락누리도서관,철학,20,5
2019,6,안락누리도서관,철학,30,6
2019,6,안락누리도서관,철학,40,31
2019,6,안락누리도서관,철학,50,15
2019,6,안락누리도서관,철학,60,11
2019,6,안락누리도서관,철학,70,15
2019,6,안락누리도서관,총류,10,23
2019,6,안락누리도서관,총류,20,30
2019,6,안락누리도서관,총류,30,6
2019,6,안락누리도서관,총류,40,40
2019,6,안락누리도서관,총류,50,22
2019,6,안락누리도서관,총류,60,5
2019,6,안락누리도서관,총류,70,2
2019,6,연산도서관,기술과학,10,25
2019,6,연산도서관,기술과학,20,46
2019,6,연산도서관,기술과학,30,30
2019,6,연산도서관,기술과학,40,151
2019,6,연산도서관,기술과학,50,186
2019,6,연산도서관,기술과학,60,66
2019,6,연산도서관,기술과학,70,44
2019,6,연산도서관,기술과학,80,9
2019,6,연산도서관,기술과학,90,8
2019,6,연산도서관,문학,10,313
2019,6,연산도서관,문학,100,1
2019,6,연산도서관,문학,20,406
2019,6,연산도서관,문학,30,231
2019,6,연산도서관,문학,40,659
2019,6,연산도서관,문학,50,908
2019,6,연산도서관,문학,60,499
2019,6,연산도서관,문학,70,312
2019,6,연산도서관,문학,80,44
2019,6,연산도서관,문학,90,1
2019,6,연산도서관,사회과학,10,35
2019,6,연산도서관,사회과학,20,90
2019,6,연산도서관,사회과학,30,91
2019,6,연산도서관,사회과학,40,168
2019,6,연산도서관,사회과학,50,255
2019,6,연산도서관,사회과학,60,150
2019,6,연산도서관,사회과학,70,67
2019,6,연산도서관,사회과학,80,8
2019,6,연산도서관,언어,10,50
2019,6,연산도서관,언어,20,23
2019,6,연산도서관,언어,30,18
2019,6,연산도서관,언어,40,46
2019,6,연산도서관,언어,50,85
2019,6,연산도서관,언어,60,16
